Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
Dominican Republic,1960,Total,Both Sexes,72,Census - de jure - complete tabulation,"Final figure, complete",1968,3220,
Dominican Republic,1960,Total,Both Sexes,73,Census - de jure - complete tabulation,"Final figure, complete",1968,2280,
Dominican Republic,1960,Total,Both Sexes,74,Census - de jure - complete tabulation,"Final figure, complete",1968,2620,
Dominican Republic,1960,Total,Both Sexes,43834,Census - de jure - complete tabulation,"Final figure, complete",1968,446760,
Dominican Republic,1960,Urban,Both Sexes,43834,Census - de jure - complete tabulation,"Final figure, complete",1966,121850,
Dominican Republic,1960,Rural,Both Sexes,43834,Census - de jure - complete tabulation,"Final figure, complete",1966,324910,
Dominican Republic,1960,Total,Both Sexes,43960,Census - de jure - complete tabulation,"Final figure, complete",1968,487330,
Dominican Republic,1960,Urban,Both Sexes,43960,Census - de jure - complete tabulation,"Final figure, complete",1966,132740,
Dominican Republic,1960,Rural,Both Sexes,43960,Census - de jure - complete tabulation,"Final figure, complete",1966,354590,
Dominican Republic,1960,Total,Both Sexes,44118,Census - de jure - complete tabulation,"Final figure, complete",1968,393840,
Dominican Republic,1960,Urban,Both Sexes,44118,Census - de jure - complete tabulation,"Final figure, complete",1966,107780,
Dominican Republic,1960,Rural,Both Sexes,44118,Census - de jure - complete tabulation,"Final figure, complete",1966,286060,
Dominican Republic,1960,Total,Both Sexes,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",1968,286040,
Dominican Republic,1960,Urban,Both Sexes,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",1966,91290,
Dominican Republic,1960,Rural,Both Sexes,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",1966,194750,
Dominican Republic,1960,Total,Both Sexes,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",1968,256690,
Dominican Republic,1960,Urban,Both Sexes,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",1966,88650,
Dominican Republic,1960,Rural,Both Sexes,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",1966,168040,
Dominican Republic,1960,Total,Both Sexes,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",1968,213220,
Dominican Republic,1960,Urban,Both Sexes,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",1966,74050,
Dominican Republic,1960,Rural,Both Sexes,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",1966,139170,
Dominican Republic,1960,Total,Both Sexes,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",1968,187370,
Dominican Republic,1960,Urban,Both Sexes,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",1966,64090,
Dominican Republic,1960,Rural,Both Sexes,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",1966,123280,
Dominican Republic,1960,Total,Both Sexes,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",1968,151180,
Dominican Republic,1960,Urban,Both Sexes,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",1966,50990,
Dominican Republic,1960,Rural,Both Sexes,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",1966,100190,
Dominican Republic,1960,Total,Both Sexes,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",1968,123940,
Dominican Republic,1960,Urban,Both Sexes,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",1966,39660,
Dominican Republic,1960,Rural,Both Sexes,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",1966,84280,
Dominican Republic,1960,Total,Both Sexes,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",1968,96410,
Dominican Republic,1960,Urban,Both Sexes,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",1966,32030,
Dominican Republic,1960,Rural,Both Sexes,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",1966,64380,
Dominican Republic,1960,Total,Both Sexes,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",1968,89040,
Dominican Republic,1960,Urban,Both Sexes,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",1966,25950,
Dominican Republic,1960,Rural,Both Sexes,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",1966,63090,
Dominican Republic,1960,Total,Both Sexes,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",1968,50840,
Dominican Republic,1960,Urban,Both Sexes,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",1966,16370,
Dominican Republic,1960,Rural,Both Sexes,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",1966,34470,
Dominican Republic,1960,Total,Both Sexes,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",1968,61010,
Dominican Republic,1960,Urban,Both Sexes,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",1966,17130,
Dominican Republic,1960,Rural,Both Sexes,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",1966,43880,
Dominican Republic,1960,Total,Both Sexes,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",1968,26650,
Dominican Republic,1960,Urban,Both Sexes,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",1966,8780,
Dominican Republic,1960,Rural,Both Sexes,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",1966,17870,
Dominican Republic,1960,Total,Both Sexes,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",1968,26960,
Dominican Republic,1960,Urban,Both Sexes,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",1966,6970,
Dominican Republic,1960,Rural,Both Sexes,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",1966,19990,
Dominican Republic,1960,Total,Both Sexes,75 +,Census - de jure - complete tabulation,"Final figure, complete",1968,36820,
Dominican Republic,1960,Urban,Both Sexes,75 +,Census - de jure - complete tabulation,"Final figure, complete",1966,10950,
Dominican Republic,1960,Rural,Both Sexes,75 +,Census - de jure - complete tabulation,"Final figure, complete",1966,25870,
Dominican Republic,1960,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",1968,3047070,
Dominican Republic,1960,Urban,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",1966,922090,
Dominican Republic,1960,Rural,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",1966,2124980,
Dominican Republic,1960,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1968,0,
Dominican Republic,1960,Urban,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1966,0,
Dominican Republic,1960,Rural,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1966,0,
Dominican Republic,1960,Total,Female,0,Census - de jure - complete tabulation,"Final figure, complete",1968,56050,
Dominican Republic,1960,Urban,Female,0,Census - de jure - complete tabulation,"Final figure, complete",1966,16420,
Dominican Republic,1960,Rural,Female,0,Census - de jure - complete tabulation,"Final figure, complete",1966,39630,
Dominican Republic,1960,Total,Female,1,Census - de jure - complete tabulation,"Final figure, complete",1968,50640,
Dominican Republic,1960,Total,Female,2,Census - de jure - complete tabulation,"Final figure, complete",1968,56750,
Dominican Republic,1960,Total,Female,3,Census - de jure - complete tabulation,"Final figure, complete",1968,57890,
Dominican Republic,1960,Total,Female,4,Census - de jure - complete tabulation,"Final figure, complete",1968,55340,
Dominican Republic,1960,Total,Female,5,Census - de jure - complete tabulation,"Final figure, complete",1968,53400,
Dominican Republic,1960,Total,Female,6,Census - de jure - complete tabulation,"Final figure, complete",1968,50730,
Dominican Republic,1960,Total,Female,7,Census - de jure - complete tabulation,"Final figure, complete",1968,52100,
Dominican Republic,1960,Total,Female,8,Census - de jure - complete tabulation,"Final figure, complete",1968,45610,
Dominican Republic,1960,Total,Female,9,Census - de jure - complete tabulation,"Final figure, complete",1968,38860,
Dominican Republic,1960,Total,Female,10,Census - de jure - complete tabulation,"Final figure, complete",1968,45240,
Dominican Republic,1960,Total,Female,11,Census - de jure - complete tabulation,"Final figure, complete",1968,33340,
Dominican Republic,1960,Total,Female,12,Census - de jure - complete tabulation,"Final figure, complete",1968,41670,
Dominican Republic,1960,Total,Female,13,Census - de jure - complete tabulation,"Final figure, complete",1968,34580,
Dominican Republic,1960,Total,Female,14,Census - de jure - complete tabulation,"Final figure, complete",1968,35560,
Dominican Republic,1960,Total,Female,15,Census - de jure - complete tabulation,"Final figure, complete",1968,29720,
Dominican Republic,1960,Total,Female,16,Census - de jure - complete tabulation,"Final figure, complete",1968,31040,
Dominican Republic,1960,Total,Female,17,Census - de jure - complete tabulation,"Final figure, complete",1968,29790,
Dominican Republic,1960,Total,Female,18,Census - de jure - complete tabulation,"Final figure, complete",1968,35920,
Dominican Republic,1960,Total,Female,19,Census - de jure - complete tabulation,"Final figure, complete",1968,26410,
Dominican Republic,1960,Total,Female,20,Census - de jure - complete tabulation,"Final figure, complete",1968,38450,
Dominican Republic,1960,Total,Female,21,Census - de jure - complete tabulation,"Final figure, complete",1968,18130,
Dominican Republic,1960,Total,Female,22,Census - de jure - complete tabulation,"Final figure, complete",1968,26920,
Dominican Republic,1960,Total,Female,23,Census - de jure - complete tabulation,"Final figure, complete",1968,26290,
Dominican Republic,1960,Total,Female,24,Census - de jure - complete tabulation,"Final figure, complete",1968,25490,
Dominican Republic,1960,Total,Female,25,Census - de jure - complete tabulation,"Final figure, complete",1968,33030,
Dominican Republic,1960,Total,Female,26,Census - de jure - complete tabulation,"Final figure, complete",1968,19850,
Dominican Republic,1960,Total,Female,27,Census - de jure - complete tabulation,"Final figure, complete",1968,17570,
Dominican Republic,1960,Total,Female,28,Census - de jure - complete tabulation,"Final figure, complete",1968,23130,
Dominican Republic,1960,Total,Female,29,Census - de jure - complete tabulation,"Final figure, complete",1968,15650,
Dominican Republic,1960,Total,Female,30,Census - de jure - complete tabulation,"Final figure, complete",1968,42710,
Dominican Republic,1960,Total,Female,31,Census - de jure - complete tabulation,"Final figure, complete",1968,8690,
Dominican Republic,1960,Total,Female,32,Census - de jure - complete tabulation,"Final figure, complete",1968,17290,
Dominican Republic,1960,Total,Female,33,Census - de jure - complete tabulation,"Final figure, complete",1968,11690,
Dominican Republic,1960,Total,Female,34,Census - de jure - complete tabulation,"Final figure, complete",1968,12260,
Dominican Republic,1960,Total,Female,35,Census - de jure - complete tabulation,"Final figure, complete",1968,25950,
Dominican Republic,1960,Total,Female,36,Census - de jure - complete tabulation,"Final figure, complete",1968,11690,
Dominican Republic,1960,Total,Female,37,Census - de jure - complete tabulation,"Final figure, complete",1968,10890,
Dominican Republic,1960,Total,Female,38,Census - de jure - complete tabulation,"Final figure, complete",1968,15730,
Dominican Republic,1960,Total,Female,39,Census - de jure - complete tabulation,"Final figure, complete",1968,9420,
Dominican Republic,1960,Total,Female,40,Census - de jure - complete tabulation,"Final figure, complete",1968,31470,
Dominican Republic,1960,Total,Female,41,Census - de jure - complete tabulation,"Final figure, complete",1968,4480,
Dominican Republic,1960,Total,Female,42,Census - de jure - complete tabulation,"Final figure, complete",1968,9740,
Dominican Republic,1960,Total,Female,43,Census - de jure - complete tabulation,"Final figure, complete",1968,6360,
Dominican Republic,1960,Total,Female,44,Census - de jure - complete tabulation,"Final figure, complete",1968,6020,
Dominican Republic,1960,Total,Female,45,Census - de jure - complete tabulation,"Final figure, complete",1968,15820,
Dominican Republic,1960,Total,Female,46,Census - de jure - complete tabulation,"Final figure, complete",1968,6500,
Dominican Republic,1960,Total,Female,47,Census - de jure - complete tabulation,"Final figure, complete",1968,5650,
Dominican Republic,1960,Total,Female,48,Census - de jure - complete tabulation,"Final figure, complete",1968,10610,
Dominican Republic,1960,Total,Female,49,Census - de jure - complete tabulation,"Final figure, complete",1968,6170,
Dominican Republic,1960,Total,Female,50,Census - de jure - complete tabulation,"Final figure, complete",1968,24610,
Dominican Republic,1960,Total,Female,51,Census - de jure - complete tabulation,"Final figure, complete",1968,2890,
Dominican Republic,1960,Total,Female,52,Census - de jure - complete tabulation,"Final figure, complete",1968,5680,
Dominican Republic,1960,Total,Female,53,Census - de jure - complete tabulation,"Final figure, complete",1968,4290,
Dominican Republic,1960,Total,Female,54,Census - de jure - complete tabulation,"Final figure, complete",1968,4470,
Dominican Republic,1960,Total,Female,55,Census - de jure - complete tabulation,"Final figure, complete",1968,8050,
Dominican Republic,1960,Total,Female,56,Census - de jure - complete tabulation,"Final figure, complete",1968,4210,
Dominican Republic,1960,Total,Female,57,Census - de jure - complete tabulation,"Final figure, complete",1968,3000,
Dominican Republic,1960,Total,Female,58,Census - de jure - complete tabulation,"Final figure, complete",1968,4200,
Dominican Republic,1960,Total,Female,59,Census - de jure - complete tabulation,"Final figure, complete",1968,2460,
Dominican Republic,1960,Total,Female,60,Census - de jure - complete tabulation,"Final figure, complete",1968,18620,
Dominican Republic,1960,Total,Female,61,Census - de jure - complete tabulation,"Final figure, complete",1968,2560,
Dominican Republic,1960,Total,Female,62,Census - de jure - complete tabulation,"Final figure, complete",1968,2780,
Dominican Republic,1960,Total,Female,63,Census - de jure - complete tabulation,"Final figure, complete",1968,2310,
Dominican Republic,1960,Total,Female,64,Census - de jure - complete tabulation,"Final figure, complete",1968,2350,
Dominican Republic,1960,Total,Female,65,Census - de jure - complete tabulation,"Final figure, complete",1968,6160,
Dominican Republic,1960,Total,Female,66,Census - de jure - complete tabulation,"Final figure, complete",1968,1430,
Dominican Republic,1960,Total,Female,67,Census - de jure - complete tabulation,"Final figure, complete",1968,1390,
Dominican Republic,1960,Total,Female,68,Census - de jure - complete tabulation,"Final figure, complete",1968,2200,
Dominican Republic,1960,Total,Female,69,Census - de jure - complete tabulation,"Final figure, complete",1968,1220,
Dominican Republic,1960,Total,Female,70,Census - de jure - complete tabulation,"Final figure, complete",1968,8660,
Dominican Republic,1960,Total,Female,71,Census - de jure - complete tabulation,"Final figure, complete",1968,840,
Dominican Republic,1960,Total,Female,72,Census - de jure - complete tabulation,"Final figure, complete",1968,1330,
Dominican Republic,1960,Total,Female,73,Census - de jure - complete tabulation,"Final figure, complete",1968,840,
Dominican Republic,1960,Total,Female,74,Census - de jure - complete tabulation,"Final figure, complete",1968,1230,
Dominican Republic,1960,Total,Female,43834,Census - de jure - complete tabulation,"Final figure, complete",1968,220620,
Dominican Republic,1960,Urban,Female,43834,Census - de jure - complete tabulation,"Final figure, complete",1966,60290,
Dominican Republic,1960,Rural,Female,43834,Census - de jure - complete tabulation,"Final figure, complete",1966,160330,
Dominican Republic,1960,Total,Female,43960,Census - de jure - complete tabulation,"Final figure, complete",1968,240700,
Dominican Republic,1960,Urban,Female,43960,Census - de jure - complete tabulation,"Final figure, complete",1966,67070,
Dominican Republic,1960,Rural,Female,43960,Census - de jure - complete tabulation,"Final figure, complete",1966,173630,
Dominican Republic,1960,Total,Female,44118,Census - de jure - complete tabulation,"Final figure, complete",1968,190390,
Dominican Republic,1960,Urban,Female,44118,Census - de jure - complete tabulation,"Final figure, complete",1966,55650,
Dominican Republic,1960,Rural,Female,44118,Census - de jure - complete tabulation,"Final figure, complete",1966,134740,
Dominican Republic,1960,Total,Female,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",1968,152880,
Dominican Republic,1960,Urban,Female,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",1966,53870,
Dominican Republic,1960,Rural,Female,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",1966,99010,
Dominican Republic,1960,Total,Female,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",1968,135280,
Dominican Republic,1960,Urban,Female,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",1966,49820,
Dominican Republic,1960,Rural,Female,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",1966,85460,
Dominican Republic,1960,Total,Female,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",1968,109230,
Dominican Republic,1960,Urban,Female,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",1966,41450,
Dominican Republic,1960,Rural,Female,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",1966,67780,
Dominican Republic,1960,Total,Female,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",1968,92640,
Dominican Republic,1960,Urban,Female,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",1966,33820,
Dominican Republic,1960,Rural,Female,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",1966,58820,
Dominican Republic,1960,Total,Female,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",1968,73680,
Dominican Republic,1960,Urban,Female,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",1966,27350,
Dominican Republic,1960,Rural,Female,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",1966,46330,
Dominican Republic,1960,Total,Female,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",1968,58070,
Dominican Republic,1960,Urban,Female,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",1966,20960,
Dominican Republic,1960,Rural,Female,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",1966,37110,
Dominican Republic,1960,Total,Female,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",1968,44750,
Dominican Republic,1960,Urban,Female,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",1966,17320,
Dominican Republic,1960,Rural,Female,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",1966,27430,
Dominican Republic,1960,Total,Female,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",1968,41940,
Dominican Republic,1960,Urban,Female,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",1966,13430,
Dominican Republic,1960,Rural,Female,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",1966,28510,
Dominican Republic,1960,Total,Female,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",1968,21920,
Dominican Republic,1960,Urban,Female,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",1966,8490,
Dominican Republic,1960,Rural,Female,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",1966,13430,
Dominican Republic,1960,Total,Female,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",1968,28620,
Dominican Republic,1960,Urban,Female,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",1966,9710,
Dominican Republic,1960,Rural,Female,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",1966,18910,
Dominican Republic,1960,Total,Female,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",1968,12400,
Dominican Republic,1960,Urban,Female,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",1966,4810,
Dominican Republic,1960,Rural,Female,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",1966,7590,
Dominican Republic,1960,Total,Female,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",1968,12900,
Dominican Republic,1960,Urban,Female,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",1966,4000,
Dominican Republic,1960,Rural,Female,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",1966,8900,
Dominican Republic,1960,Total,Female,75 +,Census - de jure - complete tabulation,"Final figure, complete",1968,19180,
Dominican Republic,1960,Urban,Female,75 +,Census - de jure - complete tabulation,"Final figure, complete",1966,7130,
Dominican Republic,1960,Rural,Female,75 +,Census - de jure - complete tabulation,"Final figure, complete",1966,12050,
Dominican Republic,1960,Total,Female,Total,Census - de jure - complete tabulation,"Final figure, complete",1968,1511250,
Dominican Republic,1960,Urban,Female,Total,Census - de jure - complete tabulation,"Final figure, complete",1966,491590,
Dominican Republic,1960,Rural,Female,Total,Census - de jure - complete tabulation,"Final figure, complete",1966,1019660,
Dominican Republic,1960,Total,Female,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1968,0,
Dominican Republic,1960,Urban,Female,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1966,0,
Dominican Republic,1960,Rural,Female,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1966,0,
Dominican Republic,1960,Total,Male,0,Census - de jure - complete tabulation,"Final figure, complete",1968,56920,
Dominican Republic,1960,Urban,Male,0,Census - de jure - complete tabulation,"Final figure, complete",1966,16390,
Dominican Republic,1960,Rural,Male,0,Census - de jure - complete tabulation,"Final figure, complete",1966,40530,
Dominican Republic,1960,Total,Male,1,Census - de jure - complete tabulation,"Final figure, complete",1968,52140,
Dominican Republic,1960,Total,Male,2,Census - de jure - complete tabulation,"Final figure, complete",1968,57950,
Dominican Republic,1960,Total,Male,3,Census - de jure - complete tabulation,"Final figure, complete",1968,59800,
Dominican Republic,1960,Total,Male,4,Census - de jure - complete tabulation,"Final figure, complete",1968,56250,
Dominican Republic,1960,Total,Male,5,Census - de jure - complete tabulation,"Final figure, complete",1968,55860,
Dominican Republic,1960,Total,Male,6,Census - de jure - complete tabulation,"Final figure, complete",1968,51640,
Dominican Republic,1960,Total,Male,7,Census - de jure - complete tabulation,"Final figure, complete",1968,51330,
Dominican Republic,1960,Total,Male,8,Census - de jure - complete tabulation,"Final figure, complete",1968,47680,
Dominican Republic,1960,Total,Male,9,Census - de jure - complete tabulation,"Final figure, complete",1968,40120,
Dominican Republic,1960,Total,Male,10,Census - de jure - complete tabulation,"Final figure, complete",1968,51000,
Dominican Republic,1960,Total,Male,11,Census - de jure - complete tabulation,"Final figure, complete",1968,34150,
Dominican Republic,1960,Total,Male,12,Census - de jure - complete tabulation,"Final figure, complete",1968,43860,
Dominican Republic,1960,Total,Male,13,Census - de jure - complete tabulation,"Final figure, complete",1968,36100,
Dominican Republic,1960,Total,Male,14,Census - de jure - complete tabulation,"Final figure, complete",1968,38340,
Dominican Republic,1960,Total,Male,15,Census - de jure - complete tabulation,"Final figure, complete",1968,32800,
Dominican Republic,1960,Total,Male,16,Census - de jure - complete tabulation,"Final figure, complete",1968,26620,
Dominican Republic,1960,Total,Male,17,Census - de jure - complete tabulation,"Final figure, complete",1968,24050,
Dominican Republic,1960,Total,Male,18,Census - de jure - complete tabulation,"Final figure, complete",1968,28350,
Dominican Republic,1960,Total,Male,19,Census - de jure - complete tabulation,"Final figure, complete",1968,21340,
Dominican Republic,1960,Total,Male,20,Census - de jure - complete tabulation,"Final figure, complete",1968,29110,
Dominican Republic,1960,Total,Male,21,Census - de jure - complete tabulation,"Final figure, complete",1968,19800,
Dominican Republic,1960,Total,Male,22,Census - de jure - complete tabulation,"Final figure, complete",1968,24620,
Dominican Republic,1960,Total,Male,23,Census - de jure - complete tabulation,"Final figure, complete",1968,24440,
Dominican Republic,1960,Total,Male,24,Census - de jure - complete tabulation,"Final figure, complete",1968,23440,
Dominican Republic,1960,Total,Male,25,Census - de jure - complete tabulation,"Final figure, complete",1968,29710,
Dominican Republic,1960,Total,Male,26,Census - de jure - complete tabulation,"Final figure, complete",1968,20410,
Dominican Republic,1960,Total,Male,27,Census - de jure - complete tabulation,"Final figure, complete",1968,17650,
Dominican Republic,1960,Total,Male,28,Census - de jure - complete tabulation,"Final figure, complete",1968,20780,
Dominican Republic,1960,Total,Male,29,Census - de jure - complete tabulation,"Final figure, complete",1968,15440,
Dominican Republic,1960,Total,Male,30,Census - de jure - complete tabulation,"Final figure, complete",1968,37490,
Dominican Republic,1960,Total,Male,31,Census - de jure - complete tabulation,"Final figure, complete",1968,11810,
Dominican Republic,1960,Total,Male,32,Census - de jure - complete tabulation,"Final figure, complete",1968,18810,
Dominican Republic,1960,Total,Male,33,Census - de jure - complete tabulation,"Final figure, complete",1968,13070,
Dominican Republic,1960,Total,Male,34,Census - de jure - complete tabulation,"Final figure, complete",1968,13550,
Dominican Republic,1960,Total,Male,35,Census - de jure - complete tabulation,"Final figure, complete",1968,23690,
Dominican Republic,1960,Total,Male,36,Census - de jure - complete tabulation,"Final figure, complete",1968,14250,
Dominican Republic,1960,Total,Male,37,Census - de jure - complete tabulation,"Final figure, complete",1968,11820,
Dominican Republic,1960,Total,Male,38,Census - de jure - complete tabulation,"Final figure, complete",1968,16360,
Dominican Republic,1960,Total,Male,39,Census - de jure - complete tabulation,"Final figure, complete",1968,11380,
Dominican Republic,1960,Total,Male,40,Census - de jure - complete tabulation,"Final figure, complete",1968,30990,
Dominican Republic,1960,Total,Male,41,Census - de jure - complete tabulation,"Final figure, complete",1968,6260,
Dominican Republic,1960,Total,Male,42,Census - de jure - complete tabulation,"Final figure, complete",1968,11500,
Dominican Republic,1960,Total,Male,43,Census - de jure - complete tabulation,"Final figure, complete",1968,8810,
Dominican Republic,1960,Total,Male,44,Census - de jure - complete tabulation,"Final figure, complete",1968,8310,
Dominican Republic,1960,Total,Male,45,Census - de jure - complete tabulation,"Final figure, complete",1968,16210,
Dominican Republic,1960,Total,Male,46,Census - de jure - complete tabulation,"Final figure, complete",1968,8210,
Dominican Republic,1960,Total,Male,47,Census - de jure - complete tabulation,"Final figure, complete",1968,6890,
Dominican Republic,1960,Total,Male,48,Census - de jure - complete tabulation,"Final figure, complete",1968,12870,
Dominican Republic,1960,Total,Male,49,Census - de jure - complete tabulation,"Final figure, complete",1968,7480,
Dominican Republic,1960,Total,Male,50,Census - de jure - complete tabulation,"Final figure, complete",1968,21610,
Dominican Republic,1960,Total,Male,51,Census - de jure - complete tabulation,"Final figure, complete",1968,4940,
Dominican Republic,1960,Total,Male,52,Census - de jure - complete tabulation,"Final figure, complete",1968,8160,
Dominican Republic,1960,Total,Male,53,Census - de jure - complete tabulation,"Final figure, complete",1968,5980,
Dominican Republic,1960,Total,Male,54,Census - de jure - complete tabulation,"Final figure, complete",1968,6410,
Dominican Republic,1960,Total,Male,55,Census - de jure - complete tabulation,"Final figure, complete",1968,9400,
Dominican Republic,1960,Total,Male,56,Census - de jure - complete tabulation,"Final figure, complete",1968,5870,
Dominican Republic,1960,Total,Male,57,Census - de jure - complete tabulation,"Final figure, complete",1968,4340,
Dominican Republic,1960,Total,Male,58,Census - de jure - complete tabulation,"Final figure, complete",1968,5650,
Dominican Republic,1960,Total,Male,59,Census - de jure - complete tabulation,"Final figure, complete",1968,3660,
Dominican Republic,1960,Total,Male,60,Census - de jure - complete tabulation,"Final figure, complete",1968,19150,
Dominican Republic,1960,Total,Male,61,Census - de jure - complete tabulation,"Final figure, complete",1968,3080,
Dominican Republic,1960,Total,Male,62,Census - de jure - complete tabulation,"Final figure, complete",1968,3880,
Dominican Republic,1960,Total,Male,63,Census - de jure - complete tabulation,"Final figure, complete",1968,3180,
Dominican Republic,1960,Total,Male,64,Census - de jure - complete tabulation,"Final figure, complete",1968,3100,
Dominican Republic,1960,Total,Male,65,Census - de jure - complete tabulation,"Final figure, complete",1968,5640,
Dominican Republic,1960,Total,Male,66,Census - de jure - complete tabulation,"Final figure, complete",1968,2300,
Dominican Republic,1960,Total,Male,67,Census - de jure - complete tabulation,"Final figure, complete",1968,1990,
Dominican Republic,1960,Total,Male,68,Census - de jure - complete tabulation,"Final figure, complete",1968,2860,
Dominican Republic,1960,Total,Male,69,Census - de jure - complete tabulation,"Final figure, complete",1968,1460,
Dominican Republic,1960,Total,Male,70,Census - de jure - complete tabulation,"Final figure, complete",1968,8500,
Dominican Republic,1960,Total,Male,71,Census - de jure - complete tabulation,"Final figure, complete",1968,840,
Dominican Republic,1960,Total,Male,72,Census - de jure - complete tabulation,"Final figure, complete",1968,1890,
Dominican Republic,1960,Total,Male,73,Census - de jure - complete tabulation,"Final figure, complete",1968,1440,
Dominican Republic,1960,Total,Male,74,Census - de jure - complete tabulation,"Final figure, complete",1968,1390,
Dominican Republic,1960,Total,Male,43834,Census - de jure - complete tabulation,"Final figure, complete",1968,226140,
Dominican Republic,1960,Urban,Male,43834,Census - de jure - complete tabulation,"Final figure, complete",1966,61560,
Dominican Republic,1960,Rural,Male,43834,Census - de jure - complete tabulation,"Final figure, complete",1966,164580,
Dominican Republic,1960,Total,Male,43960,Census - de jure - complete tabulation,"Final figure, complete",1968,246630,
Dominican Republic,1960,Urban,Male,43960,Census - de jure - complete tabulation,"Final figure, complete",1966,65670,
Dominican Republic,1960,Rural,Male,43960,Census - de jure - complete tabulation,"Final figure, complete",1966,180960,
